league,season,team_id,team_code,team_name,g,w,l,w_pct,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,min,off_rating,def_rating,net_rating,pace,poss,ts_pct,efg_pct,pie,orb_pct,drb_pct,tov_pct,ft_rate,opp_efg_pct,opp_tov_pct,opp_orb_pct,opp_ft_rate,opp_pts,opp_fgm,opp_fga,opp_ftm,opp_fta,opp_tov,opp_oreb,opp_dreb,source,srs,srs_off,srs_def,sos
WNBA,2013,1611661328,SEA,Seattle Storm,34,17,17,0.5,855,2029,0.421,196,590,0.332,504,615,0.82,272,758,1030,469,205,84,534.0,602,2410,1365.0,95.9,98.9,-3.0,88.46,2513,0.524,0.47,0.452,0.313,0.683,0.212,0.303,0.468,0.178,0.317,0.308,2491.0,916.0,2106.0,519.0,648.0,449.0,296.0,777.0,nba_api:leaguedashteamstats,-1.70157657657658,-5.351801318639469,3.6502247420628886,0.6807763645998905
WNBA,2013,1611661321,TUL,Tulsa Shock,34,11,23,0.324,913,2252,0.405,227,679,0.334,564,718,0.786,351,765,1116,514,272,126,513.0,614,2617,1390.0,98.3,100.7,-2.5,92.13,2663,0.51,0.456,0.457,0.328,0.652,0.193,0.319,0.488,0.196,0.348,0.286,2693.0,1013.0,2247.0,502.0,642.0,525.0,337.0,876.0,nba_api:leaguedashteamstats,-1.7431566181566067,1.5494847768902247,-3.2926413950468314,0.49213749949045216
WNBA,2013,1611661322,WAS,Washington Mystics,34,17,17,0.5,929,2251,0.413,157,453,0.347,551,699,0.788,337,870,1207,541,256,123,512.0,634,2566,1375.0,96.2,95.7,0.6,93.29,2666,0.501,0.448,0.494,0.33,0.673,0.192,0.311,0.449,0.179,0.327,0.281,2563.0,949.0,2298.0,501.0,645.0,479.0,349.0,822.0,nba_api:leaguedashteamstats,-0.16094941094940474,-0.004219342372846491,-0.15673006857655825,-0.24918470506705181
WNBA,2014,1611661330,ATL,Atlanta Dream,34,19,15,0.559,1038,2400,0.433,153,505,0.303,511,697,0.733,400,882,1282,659,327,148,546.0,659,2740,1395.0,97.6,95.5,2.1,96.43,2808,0.506,0.464,0.524,0.354,0.685,0.194,0.29,0.466,0.209,0.315,0.299,2670.0,985.0,2302.0,523.0,688.0,585.0,328.0,840.0,nba_api:leaguedashteamstats,1.119836182336173,3.753401960029115,-2.633565777692942,-0.9389873470755914
WNBA,2014,1611661329,CHI,Chicago Sky,34,15,19,0.441,973,2245,0.433,119,358,0.332,526,649,0.81,292,870,1162,556,244,201,488.0,648,2591,1375.0,97.3,99.8,-2.6,92.98,2663,0.512,0.46,0.491,0.312,0.653,0.183,0.289,0.453,0.169,0.347,0.287,2660.0,992.0,2363.0,517.0,678.0,450.0,381.0,840.0,nba_api:leaguedashteamstats,-1.9058048433048418,-0.5007978631362198,-1.405006980168622,0.12360692140104046
WNBA,2014,1611661323,CON,Connecticut Sun,34,13,21,0.382,986,2379,0.414,151,469,0.322,450,606,0.743,397,759,1156,473,273,110,502.0,678,2573,1375.0,97.1,99.4,-2.4,92.53,2651,0.486,0.446,0.447,0.376,0.658,0.189,0.255,0.474,0.201,0.342,0.318,2635.0,972.0,2195.0,553.0,699.0,532.0,318.0,823.0,nba_api:leaguedashteamstats,-2.199964387464364,-1.129019876595308,-1.0709445108690563,-0.37643497569965834
WNBA,2014,1611661325,IND,Indiana Fever,34,16,18,0.471,907,2168,0.418,175,506,0.346,532,705,0.755,346,751,1097,483,279,139,503.0,714,2521,1380.0,98.0,99.1,-1.1,89.57,2572,0.509,0.459,0.464,0.341,0.661,0.196,0.325,0.473,0.201,0.339,0.357,2554.0,923.0,2084.0,583.0,745.0,519.0,294.0,789.0,nba_api:leaguedashteamstats,-1.2904202279202308,-3.2275883140646053,1.9371680861443745,-0.31983199262611317
WNBA,2014,1611661320,LAS,Los Angeles Sparks,34,16,18,0.471,1043,2282,0.457,89,282,0.316,457,573,0.798,299,803,1102,631,308,116,492.0,585,2632,1385.0,97.2,97.7,-0.5,93.71,2707,0.519,0.477,0.504,0.298,0.685,0.182,0.251,0.485,0.203,0.315,0.259,2639.0,1006.0,2238.0,469.0,580.0,549.0,305.0,839.0,nba_api:leaguedashteamstats,0.3837250712250686,0.3834361380158784,0.0002889332091902119,0.589607424166245
WNBA,2014,1611661324,MIN,Minnesota Lynx,34,25,9,0.735,1068,2285,0.467,128,379,0.338,512,643,0.796,280,919,1199,690,241,124,419.0,572,2776,1375.0,104.4,98.9,5.6,92.72,2658,0.541,0.495,0.562,0.311,0.707,0.158,0.281,0.469,0.166,0.293,0.234,2624.0,990.0,2339.0,428.0,548.0,440.0,308.0,799.0,nba_api:leaguedashteamstats,4.33742877492877,4.186257817453936,0.1511709574748341,-0.13315946036534765
WNBA,2014,1611661313,NYL,New York Liberty,34,15,19,0.441,938,2223,0.422,103,338,0.305,474,630,0.752,311,871,1182,545,246,99,492.0,590,2453,1375.0,93.2,97.1,-3.9,91.88,2631,0.491,0.445,0.474,0.307,0.702,0.187,0.283,0.465,0.172,0.298,0.267,2557.0,960.0,2253.0,463.0,601.0,453.0,294.0,859.0,nba_api:leaguedashteamstats,-3.0204772079772377,-4.953069390300025,1.9325921823227876,0.038346321434526764
WNBA,2014,1611661317,PHO,Phoenix Mercury,34,29,5,0.853,1052,2172,0.484,178,508,0.35,558,687,0.812,237,909,1146,661,235,205,443.0,544,2840,1383.0,106.4,94.1,12.3,92.77,2668,0.574,0.525,0.614,0.253,0.678,0.166,0.316,0.441,0.171,0.322,0.218,2520.0,980.0,2394.0,407.0,522.0,457.0,344.0,828.0,nba_api:leaguedashteamstats,8.665776353276366,6.058944537662218,2.606831815614148,-0.7459883526059876
WNBA,2014,1611661319,SAS,San Antonio Stars,34,16,18,0.471,985,2291,0.43,226,630,0.359,449,546,0.822,299,778,1077,621,251,97,430.0,569,2645,1380.0,101.1,103.1,-2.0,91.1,2615,0.522,0.479,0.48,0.295,0.686,0.164,0.238,0.507,0.182,0.314,0.271,2705.0,1044.0,2204.0,470.0,597.0,477.0,284.0,876.0,nba_api:leaguedashteamstats,-1.0471866096866016,0.6318811596290157,-1.6790677693156173,0.7175192726663395
WNBA,2014,1611661328,SEA,Seattle Storm,34,12,22,0.353,895,2051,0.436,201,598,0.336,419,538,0.779,216,754,970,565,225,69,498.0,589,2410,1375.0,95.4,101.5,-6.0,88.13,2525,0.527,0.485,0.449,0.27,0.69,0.197,0.262,0.491,0.177,0.31,0.269,2561.0,979.0,2142.0,459.0,576.0,447.0,281.0,825.0,nba_api:leaguedashteamstats,-3.334223646723644,-6.647952014061924,3.31372836733828,1.1069528238645914
WNBA,2014,1611661321,TUL,Tulsa Shock,34,12,22,0.353,1000,2343,0.427,183,601,0.304,577,751,0.768,397,782,1179,519,246,110,464.0,691,2760,1383.0,103.1,106.1,-3.0,92.79,2678,0.516,0.466,0.456,0.366,0.681,0.173,0.321,0.501,0.173,0.319,0.339,2831.0,1039.0,2221.0,604.0,753.0,463.0,316.0,834.0,nba_api:leaguedashteamstats,-1.3805199430199488,4.620386906755441,-6.00090684977539,0.7077153510976983
WNBA,2014,1611661322,WAS,Washington Mystics,34,16,18,0.471,944,2221,0.425,178,561,0.317,459,575,0.798,330,873,1203,577,234,107,525.0,638,2525,1395.0,96.6,95.9,0.8,90.0,2613,0.51,0.465,0.509,0.333,0.675,0.201,0.259,0.443,0.164,0.325,0.264,2510.0,959.0,2325.0,448.0,613.0,430.0,351.0,799.0,nba_api:leaguedashteamstats,-0.3281695156695159,-3.1758810613875266,2.8477115457180107,-0.7693459862577512
WNBA,2015,1611661330,ATL,Atlanta Dream,34,15,19,0.441,954,2320,0.411,166,519,0.32,571,725,0.788,374,803,1177,548,314,125,545.0,744,2645,1370.0,97.7,100.6,-2.8,94.67,2707,0.501,0.447,0.466,0.376,0.676,0.201,0.313,0.477,0.202,0.324,0.366,2712.0,947.0,2171.0,640.0,795.0,544.0,297.0,794.0,nba_api:leaguedashteamstats,-1.1708304458304184,3.3109174025608867,-4.481747848391305,0.7997577894636994
WNBA,2015,1611661329,CHI,Chicago Sky,34,21,13,0.618,1070,2398,0.446,141,431,0.327,537,650,0.826,339,906,1245,542,227,227,411.0,632,2818,1375.0,104.4,99.4,5.0,94.18,2699,0.525,0.476,0.533,0.331,0.694,0.152,0.271,0.463,0.164,0.306,0.288,2680.0,994.0,2337.0,515.0,673.0,442.0,303.0,840.0,nba_api:leaguedashteamstats,4.120229845229848,8.321297381238995,-4.201067536009147,0.061406315818083534
WNBA,2015,1611661323,CON,Connecticut Sun,34,15,19,0.441,969,2296,0.422,209,623,0.335,403,544,0.741,306,747,1053,536,279,107,460.0,654,2550,1390.0,98.2,100.2,-2.0,89.72,2597,0.503,0.468,0.459,0.328,0.653,0.177,0.237,0.477,0.196,0.347,0.295,2605.0,957.0,2175.0,530.0,642.0,509.0,311.0,832.0,nba_api:leaguedashteamstats,-0.847822822822816,-0.33875787381070666,-0.5090649490121093,0.7698242360007135
WNBA,2015,1611661325,IND,Indiana Fever,34,20,14,0.588,939,2214,0.424,182,506,0.36,581,727,0.799,329,771,1100,506,295,97,490.0,708,2641,1370.0,99.8,97.4,2.4,92.72,2647,0.521,0.465,0.498,0.325,0.68,0.185,0.328,0.475,0.209,0.32,0.318,2577.0,945.0,2149.0,534.0,683.0,552.0,287.0,829.0,nba_api:leaguedashteamstats,2.208933933933925,2.8105882465031486,-0.6016543125692237,0.32658099275745434
WNBA,2015,1611661320,LAS,Los Angeles Sparks,34,14,20,0.412,959,2121,0.452,145,489,0.297,440,540,0.815,240,853,1093,621,197,140,450.0,608,2503,1370.0,98.9,100.0,-1.1,88.71,2530,0.531,0.486,0.513,0.278,0.688,0.178,0.255,0.451,0.148,0.312,0.319,2535.0,915.0,2206.0,545.0,703.0,375.0,310.0,809.0,nba_api:leaguedashteamstats,-1.643670593670572,-1.6922528844386275,0.048582290768055536,-0.7024941230823367
WNBA,2015,1611661324,MIN,Minnesota Lynx,34,22,12,0.647,984,2233,0.441,139,419,0.332,459,562,0.817,303,896,1199,617,209,149,446.0,537,2566,1365.0,99.6,94.2,5.3,90.81,2577,0.517,0.472,0.54,0.299,0.722,0.173,0.252,0.453,0.167,0.278,0.213,2439.0,935.0,2256.0,396.0,481.0,433.0,270.0,853.0,nba_api:leaguedashteamstats,2.6928158928158847,0.03474611917326165,2.658069773642623,-1.0424782248311741
WNBA,2015,1611661313,NYL,New York Liberty,34,23,11,0.676,940,2208,0.426,128,414,0.309,521,674,0.773,338,911,1249,569,250,146,497.0,616,2529,1370.0,96.6,92.4,4.3,91.67,2617,0.505,0.455,0.546,0.33,0.714,0.19,0.305,0.438,0.189,0.286,0.289,2416.0,855.0,2176.0,510.0,629.0,495.0,252.0,820.0,nba_api:leaguedashteamstats,3.5229325479325198,-1.5015448157967883,5.024477363729308,0.1994031361678137
WNBA,2015,1611661317,PHO,Phoenix Mercury,34,20,14,0.588,936,2142,0.437,157,485,0.324,526,649,0.81,245,890,1135,552,248,234,438.0,625,2555,1385.0,98.5,94.8,3.7,89.85,2593,0.526,0.474,0.549,0.268,0.673,0.169,0.303,0.432,0.17,0.327,0.255,2458.0,913.0,2305.0,468.0,588.0,441.0,334.0,857.0,nba_api:leaguedashteamstats,1.8428158928158935,-0.4123021884701563,2.25511808128605,-1.0101252836546948
WNBA,2015,1611661319,SAS,San Antonio Stars,34,8,26,0.235,861,2206,0.39,128,434,0.295,464,597,0.777,274,834,1108,516,245,130,475.0,519,2314,1365.0,89.0,100.2,-11.2,91.48,2600,0.469,0.419,0.426,0.286,0.697,0.183,0.271,0.487,0.171,0.303,0.231,2608.0,1039.0,2266.0,399.0,523.0,446.0,296.0,916.0,nba_api:leaguedashteamstats,-7.793670593670612,-6.60727354231248,-1.1863970513581314,0.8533882298587994
WNBA,2015,1611661328,SEA,Seattle Storm,34,10,24,0.294,898,2068,0.434,159,493,0.323,439,539,0.814,179,854,1033,569,205,114,514.0,609,2394,1360.0,92.3,99.9,-7.6,91.45,2594,0.519,0.473,0.461,0.235,0.7,0.198,0.261,0.47,0.167,0.3,0.277,2586.0,962.0,2230.0,488.0,618.0,433.0,300.0,856.0,nba_api:leaguedashteamstats,-5.6824786324786345,-4.536462243108525,-1.1460163893701099,-0.035419808949222364
WNBA,2015,1611661321,TUL,Tulsa Shock,34,18,16,0.529,907,2298,0.395,206,634,0.325,622,785,0.792,393,819,1212,480,236,127,427.0,663,2642,1370.0,101.5,100.5,1.0,91.29,2603,0.5,0.44,0.478,0.358,0.704,0.164,0.342,0.482,0.178,0.296,0.309,2620.0,964.0,2168.0,530.0,669.0,465.0,287.0,857.0,nba_api:leaguedashteamstats,0.16752136752136515,3.027938678550476,-2.860417311029111,-0.47953745600804665
WNBA,2015,1611661322,WAS,Washington Mystics,34,18,16,0.529,919,2180,0.422,205,593,0.346,458,578,0.792,275,824,1099,606,226,166,448.0,631,2501,1370.0,98.1,95.1,2.9,89.27,2550,0.514,0.469,0.528,0.299,0.662,0.176,0.265,0.436,0.183,0.338,0.252,2422.0,910.0,2245.0,466.0,566.0,466.0,348.0,845.0,nba_api:leaguedashteamstats,2.583223608223606,-2.4168942800894984,5.000117888313104,0.2596941964588999
WNBA,2016,1611661330,ATL,Atlanta Dream,34,17,17,0.5,985,2334,0.422,127,442,0.287,683,909,0.751,372,868,1240,510,245,171,471.0,680,2780,1390.0,100.8,103.3,-2.5,95.36,2759,0.508,0.449,0.474,0.346,0.654,0.171,0.389,0.47,0.171,0.346,0.321,2855.0,1043.0,2396.0,603.0,768.0,473.0,339.0,846.0,nba_api:leaguedashteamstats,-1.7982456140350909,0.11702302631578831,-1.9152686403508792,0.40763673890608576
WNBA,2016,1611661329,CHI,Chicago Sky,34,18,16,0.529,1131,2449,0.462,138,375,0.368,530,638,0.831,346,866,1212,620,236,173,411.0,670,2930,1377.0,107.1,106.2,0.8,95.42,2737,0.537,0.49,0.506,0.34,0.688,0.15,0.261,0.486,0.153,0.312,0.339,2909.0,1021.0,2340.0,635.0,793.0,420.0,302.0,817.0,nba_api:leaguedashteamstats,0.8230994152046831,4.799049707602336,-3.975950292397653,0.20545235638115367
WNBA,2016,1611661323,CON,Connecticut Sun,34,14,20,0.412,1070,2437,0.439,192,623,0.308,489,684,0.715,367,792,1159,568,285,117,482.0,729,2821,1392.0,102.1,103.7,-1.6,95.34,2764,0.515,0.478,0.457,0.348,0.687,0.174,0.281,0.499,0.193,0.313,0.356,2868.0,1021.0,2225.0,647.0,792.0,533.0,282.0,871.0,nba_api:leaguedashteamstats,-1.5350877192982404,1.1486019736842223,-2.6836896929824627,-0.15273477812176983
WNBA,2016,1611661321,DAL,Dallas Wings,34,11,23,0.324,955,2387,0.4,239,742,0.322,661,822,0.804,375,785,1160,521,220,120,475.0,701,2810,1390.0,101.8,108.5,-6.6,95.41,2760,0.511,0.45,0.419,0.347,0.666,0.172,0.344,0.51,0.167,0.334,0.34,3000.0,1104.0,2321.0,631.0,790.0,461.0,325.0,907.0,nba_api:leaguedashteamstats,-4.619883040935665,1.5218293128655054,-6.141712353801171,0.9683522531819815
WNBA,2016,1611661325,IND,Indiana Fever,34,17,17,0.5,994,2223,0.447,174,542,0.321,574,679,0.845,290,762,1052,601,298,80,498.0,708,2736,1370.0,102.8,103.4,-0.6,93.2,2661,0.542,0.486,0.493,0.327,0.687,0.187,0.305,0.508,0.199,0.313,0.348,2749.0,995.0,2132.0,582.0,742.0,530.0,277.0,794.0,nba_api:leaguedashteamstats,-0.173976608187135,-1.4073008040935688,1.2333241959064338,0.20837633298933556
WNBA,2016,1611661320,LAS,Los Angeles Sparks,34,26,8,0.765,1061,2178,0.487,200,533,0.375,499,631,0.791,227,843,1070,692,273,130,463.0,559,2821,1370.0,106.7,97.6,9.1,92.6,2643,0.574,0.533,0.575,0.278,0.683,0.175,0.29,0.471,0.183,0.317,0.258,2580.0,976.0,2256.0,454.0,583.0,483.0,309.0,793.0,nba_api:leaguedashteamstats,6.098684210526327,0.5540296052631808,5.544654605263146,-0.9895510835913202
WNBA,2016,1611661324,MIN,Minnesota Lynx,34,28,6,0.824,1095,2325,0.471,137,406,0.337,590,732,0.806,328,890,1218,681,280,156,460.0,647,2917,1380.0,107.4,96.6,10.8,94.35,2716,0.551,0.5,0.605,0.351,0.691,0.169,0.315,0.458,0.19,0.309,0.293,2617.0,949.0,2278.0,531.0,668.0,514.0,287.0,758.0,nba_api:leaguedashteamstats,7.6703216374269,3.3320358187134467,4.338285818713453,-1.1532077743378064
WNBA,2016,1611661313,NYL,New York Liberty,34,21,13,0.618,1022,2355,0.434,153,422,0.363,579,745,0.777,361,950,1311,637,243,161,498.0,683,2776,1395.0,100.6,99.7,0.9,94.92,2760,0.517,0.466,0.513,0.341,0.713,0.18,0.316,0.456,0.155,0.287,0.307,2749.0,980.0,2375.0,581.0,730.0,428.0,299.0,857.0,nba_api:leaguedashteamstats,0.5628654970760092,-0.3722130847953373,0.9350785818713465,-0.2312521499828143
WNBA,2016,1611661317,PHO,Phoenix Mercury,34,16,18,0.471,999,2204,0.453,209,610,0.343,668,795,0.84,254,846,1100,571,245,181,469.0,698,2875,1380.0,105.0,103.8,1.2,95.1,2739,0.563,0.501,0.522,0.278,0.668,0.171,0.362,0.481,0.175,0.332,0.297,2832.0,1035.0,2352.0,569.0,698.0,477.0,319.0,852.0,nba_api:leaguedashteamstats,1.0643274853800921,2.663934576023369,-1.5996070906432767,-0.22979016167873145
WNBA,2016,1611661319,SAS,San Antonio Stars,34,7,27,0.206,903,2229,0.405,152,508,0.299,491,615,0.798,285,798,1083,551,240,129,479.0,685,2449,1375.0,93.6,104.0,-10.5,91.44,2617,0.49,0.439,0.421,0.297,0.668,0.183,0.276,0.477,0.169,0.332,0.348,2728.0,968.0,2209.0,622.0,769.0,444.0,322.0,893.0,nba_api:leaguedashteamstats,-7.348684210526308,-9.902987938596485,2.554303728070177,0.8571981424148678
WNBA,2016,1611661328,SEA,Seattle Storm,34,16,18,0.471,983,2149,0.457,244,687,0.355,538,646,0.833,231,834,1065,644,215,121,491.0,588,2748,1365.0,103.9,103.1,0.7,93.01,2646,0.565,0.514,0.524,0.272,0.679,0.186,0.301,0.482,0.162,0.321,0.256,2727.0,1039.0,2336.0,476.0,598.0,429.0,323.0,813.0,nba_api:leaguedashteamstats,0.8019005847953204,-1.0855080409356699,1.8874086257309903,0.184253525971791
WNBA,2016,1611661322,WAS,Washington Mystics,34,13,21,0.382,955,2257,0.423,240,670,0.358,595,744,0.8,279,834,1113,593,213,110,433.0,669,2745,1390.0,103.1,104.8,-1.7,92.05,2663,0.531,0.476,0.481,0.303,0.668,0.163,0.33,0.483,0.164,0.332,0.308,2795.0,1022.0,2307.0,567.0,711.0,438.0,331.0,867.0,nba_api:leaguedashteamstats,-1.5453216374268868,-1.368494152046786,-0.17682748538010085,-0.07473340213276902
WNBA,2017,1611661330,ATL,Atlanta Dream,34,12,22,0.353,987,2413,0.409,153,525,0.291,556,729,0.763,343,850,1193,598,237,155,447.0,663,2683,1388.0,97.0,101.5,-4.4,95.71,2765,0.491,0.441,0.46,0.319,0.68,0.162,0.302,0.479,0.18,0.32,0.32,2811.0,1014.0,2314.0,592.0,740.0,499.0,293.0,931.0,nba_api:leaguedashteamstats,-3.38304093567251,-2.5269371345029072,-0.8561038011696027,0.38166494668043116
WNBA,2017,1611661329,CHI,Chicago Sky,34,12,22,0.353,1098,2380,0.461,217,579,0.375,379,482,0.786,257,891,1148,718,195,190,540.0,653,2792,1385.0,99.5,105.7,-6.1,97.25,2805,0.539,0.507,0.466,0.284,0.665,0.193,0.203,0.476,0.148,0.335,0.288,2966.0,1097.0,2519.0,569.0,726.0,415.0,365.0,875.0,nba_api:leaguedashteamstats,-4.172514619883048,1.4783260233918103,-5.650840643274858,0.9451324389404814
WNBA,2017,1611661323,CON,Connecticut Sun,34,21,13,0.618,1098,2452,0.448,223,611,0.365,505,681,0.742,332,917,1249,605,261,98,425.0,643,2924,1360.0,105.6,100.3,5.3,97.68,2769,0.531,0.493,0.527,0.325,0.719,0.153,0.278,0.479,0.17,0.281,0.275,2774.0,1022.0,2350.0,521.0,647.0,471.0,264.0,885.0,nba_api:leaguedashteamstats,3.6959064327485365,4.537536549707603,-0.8416301169590668,-0.7158582731338168
WNBA,2017,1611661321,DAL,Dallas Wings,34,16,18,0.471,979,2414,0.406,227,711,0.319,744,904,0.823,376,796,1172,532,278,126,468.0,687,2929,1380.0,104.2,107.6,-3.4,97.72,2812,0.521,0.453,0.453,0.352,0.683,0.166,0.374,0.521,0.18,0.317,0.325,3019.0,1115.0,2317.0,604.0,752.0,505.0,299.0,881.0,nba_api:leaguedashteamstats,-1.8304093567251343,5.767607821637432,-7.598017178362566,0.8166494668042774
WNBA,2017,1611661325,IND,Indiana Fever,34,9,25,0.265,960,2238,0.429,154,499,0.309,478,568,0.842,244,715,959,511,223,104,461.0,646,2552,1370.0,97.0,108.1,-11.1,92.55,2632,0.513,0.463,0.414,0.269,0.659,0.175,0.254,0.521,0.184,0.341,0.327,2865.0,1034.0,2186.0,588.0,714.0,489.0,299.0,897.0,nba_api:leaguedashteamstats,-7.528508771929834,-5.72571271929824,-1.802796052631594,1.6773735810113415
WNBA,2017,1611661320,LAS,Los Angeles Sparks,34,26,8,0.765,1077,2247,0.479,181,531,0.341,505,613,0.824,225,842,1067,634,316,125,452.0,569,2840,1378.0,106.7,96.1,10.6,92.67,2661,0.564,0.52,0.583,0.292,0.691,0.17,0.273,0.477,0.209,0.309,0.268,2557.0,944.0,2194.0,465.0,588.0,556.0,294.0,789.0,nba_api:leaguedashteamstats,7.2748538011695745,1.1369060672514575,6.137947733918117,-1.048675610595132
WNBA,2017,1611661324,MIN,Minnesota Lynx,34,27,7,0.794,1101,2301,0.478,203,548,0.37,497,626,0.794,327,870,1197,696,274,132,481.0,543,2902,1360.0,108.5,94.4,14.1,94.41,2675,0.563,0.523,0.606,0.345,0.699,0.18,0.272,0.466,0.198,0.301,0.226,2524.0,963.0,2271.0,408.0,513.0,529.0,277.0,751.0,nba_api:leaguedashteamstats,9.061403508771924,2.696326754385968,6.365076754385956,-2.0562435500516045
WNBA,2017,1611661313,NYL,New York Liberty,34,22,12,0.647,998,2350,0.425,192,579,0.332,522,670,0.779,365,951,1316,567,207,133,444.0,671,2710,1365.0,101.8,97.9,3.8,93.57,2663,0.512,0.466,0.525,0.352,0.736,0.167,0.285,0.452,0.152,0.264,0.298,2604.0,929.0,2278.0,543.0,678.0,404.0,256.0,825.0,nba_api:leaguedashteamstats,2.7485380116958718,-2.336147660818746,5.084685672514618,-0.3691090471276577
WNBA,2017,1611661317,PHO,Phoenix Mercury,34,18,16,0.529,973,2209,0.44,221,651,0.339,617,783,0.788,259,832,1091,599,217,153,478.0,730,2784,1375.0,102.3,102.6,-0.3,94.88,2722,0.545,0.49,0.507,0.281,0.673,0.176,0.354,0.477,0.176,0.327,0.316,2784.0,1014.0,2313.0,576.0,732.0,478.0,304.0,873.0,nba_api:leaguedashteamstats,0.27192982456141035,0.6682565789473767,-0.3963267543859663,0.27192982456141035
WNBA,2017,1611661319,SAS,San Antonio Stars,34,8,26,0.235,956,2230,0.429,162,486,0.333,455,592,0.769,314,818,1132,594,229,103,558.0,650,2529,1370.0,95.7,104.5,-8.8,92.69,2644,0.508,0.465,0.425,0.339,0.69,0.211,0.265,0.495,0.164,0.31,0.301,2766.0,1019.0,2256.0,534.0,680.0,435.0,296.0,821.0,nba_api:leaguedashteamstats,-6.2258771929824315,-7.087417763157896,0.8615405701754648,0.7447110423116863
WNBA,2017,1611661328,SEA,Seattle Storm,34,15,19,0.441,1025,2168,0.473,247,681,0.363,511,633,0.807,216,838,1054,686,221,109,485.0,615,2808,1375.0,105.0,105.0,0.0,93.38,2675,0.574,0.53,0.524,0.261,0.657,0.181,0.292,0.491,0.171,0.343,0.26,2808.0,1045.0,2360.0,489.0,614.0,457.0,341.0,824.0,nba_api:leaguedashteamstats,-0.35745614035085804,1.196792763157898,-1.554248903508756,-0.35745614035085804
WNBA,2017,1611661322,WAS,Washington Mystics,34,18,16,0.529,967,2323,0.416,232,732,0.317,613,727,0.843,349,886,1235,556,214,155,412.0,625,2779,1370.0,104.2,103.5,0.6,93.34,2668,0.526,0.466,0.509,0.327,0.683,0.154,0.313,0.478,0.155,0.317,0.264,2754.0,1023.0,2367.0,493.0,624.0,413.0,319.0,854.0,nba_api:leaguedashteamstats,0.44517543859649766,0.19446271929825,0.2507127192982477,-0.2901186790505612
WNBA,2018,1611661330,ATL,Atlanta Dream,34,23,11,0.676,1016,2383,0.426,199,626,0.318,551,739,0.746,332,885,1217,618,259,180,456.0,620,2782,1360.0,100.4,97.5,2.9,97.82,2771,0.514,0.468,0.515,0.321,0.682,0.165,0.31,0.468,0.184,0.318,0.261,2704.0,1004.0,2375.0,483.0,620.0,511.0,332.0,908.0,nba_api:leaguedashteamstats,2.0372807017543892,-0.8193804824561353,2.8566611842105245,-0.2568369453044341
WNBA,2018,1611661329,CHI,Chicago Sky,34,13,21,0.382,1055,2330,0.453,244,671,0.364,494,619,0.798,278,846,1124,721,227,132,522.0,629,2848,1380.0,101.8,109.9,-8.1,97.15,2798,0.547,0.505,0.461,0.305,0.645,0.187,0.266,0.508,0.162,0.355,0.278,3063.0,1144.0,2478.0,544.0,689.0,452.0,386.0,854.0,nba_api:leaguedashteamstats,-5.614035087719314,2.209128289473683,-7.823163377192997,0.7094943240453917
WNBA,2018,1611661323,CON,Connecticut Sun,34,21,13,0.618,1144,2455,0.466,258,703,0.367,433,579,0.748,375,879,1254,666,244,101,458.0,661,2979,1360.0,108.6,101.4,7.2,96.78,2744,0.55,0.519,0.528,0.36,0.721,0.167,0.236,0.493,0.172,0.279,0.278,2777.0,1017.0,2295.0,516.0,638.0,472.0,265.0,822.0,nba_api:leaguedashteamstats,4.942982456140346,5.011595394736838,-0.06861293859649198,-0.9981940144478898
WNBA,2018,1611661321,DAL,Dallas Wings,34,15,19,0.441,1037,2349,0.441,229,752,0.305,643,813,0.791,359,886,1245,614,228,158,481.0,631,2946,1360.0,106.2,105.0,1.3,97.73,2773,0.544,0.49,0.507,0.352,0.699,0.173,0.346,0.497,0.158,0.301,0.292,2902.0,1060.0,2367.0,549.0,691.0,438.0,294.0,800.0,nba_api:leaguedashteamstats,1.1878654970760394,4.514766081871342,-3.326900584795303,-0.1062521499827842
WNBA,2018,1611661325,IND,Indiana Fever,34,6,28,0.176,981,2414,0.406,192,591,0.325,443,547,0.81,304,819,1123,544,218,92,412.0,634,2597,1380.0,95.7,107.2,-11.5,94.43,2713,0.489,0.446,0.411,0.289,0.689,0.152,0.227,0.522,0.17,0.311,0.288,2913.0,1086.0,2298.0,516.0,662.0,461.0,291.0,966.0,nba_api:leaguedashteamstats,-8.620614035087717,-5.748327850877199,-2.8722861842105187,0.6735036119711069
WNBA,2018,1611661319,LVA,Las Vegas Aces,33,14,19,0.424,1032,2334,0.442,125,361,0.346,597,774,0.771,310,906,1216,668,208,128,422.0,584,2786,1325.0,102.0,105.2,-3.2,98.88,2731,0.521,0.469,0.493,0.312,0.718,0.155,0.332,0.504,0.154,0.282,0.252,2871.0,1064.0,2371.0,479.0,598.0,420.0,294.0,877.0,nba_api:leaguedashteamstats,-1.9364035087718996,-0.16820175438594465,-1.768201754385955,0.5635964912281004
