league,season,player_id,player_name,team_id,team_code,team_count,age,gp,gs,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,plus_minus,off_rating,def_rating,net_rating,ts_pct,efg_pct,usg_pct,ast_pct,oreb_pct,dreb_pct,reb_pct,pie,poss,pct_pts,pct_reb,pct_ast,source
WNBA,2010,201518,Crystal Langhorne,1611661322,WAS,1,24.0,34,,1158.2416666666666,221,375,0.589,1,6,0.167,112,145,0.772,98,232,330,39,30,7,90,74,555,107,99.7,95.5,4.2,0.632,0.591,0.204,0.067,0.095,0.217,0.157,0.19,2201,0.253,0.337,0.098,nba_api:leaguedashplayerstats
WNBA,2010,100396,DeLisha Milton-Jones,1611661320,LAS,1,36.0,34,,1095.965,193,411,0.47,26,82,0.317,110,127,0.866,34,127,161,86,37,22,96,107,522,-58,100.1,103.0,-2.8,0.559,0.501,0.232,0.142,0.033,0.115,0.076,0.103,2171,0.24,0.19,0.164,nba_api:leaguedashplayerstats
WNBA,2010,100533,DeMya Walker,1611661323,CON,1,33.0,31,,340.71,44,105,0.419,0,3,0.0,38,46,0.826,30,34,64,25,14,5,40,64,126,23,99.1,93.3,5.8,0.503,0.419,0.208,0.124,0.088,0.098,0.093,0.048,683,0.186,0.235,0.18,nba_api:leaguedashplayerstats
WNBA,2010,201886,DeWanna Bonner,1611661317,PHO,1,23.0,32,,812.7416666666667,132,284,0.465,19,53,0.358,100,119,0.84,67,129,196,40,22,37,41,58,383,-12,106.7,106.1,0.6,0.569,0.498,0.191,0.076,0.083,0.146,0.115,0.121,1729,0.208,0.275,0.107,nba_api:leaguedashplayerstats
WNBA,2010,100940,Diana Taurasi,1611661317,PHO,1,29.0,31,,998.2566666666667,212,497,0.427,80,214,0.374,198,217,0.912,12,120,132,146,38,19,110,110,702,29,110.5,108.7,1.8,0.592,0.507,0.292,0.232,0.012,0.109,0.064,0.127,2137,0.297,0.15,0.282,nba_api:leaguedashplayerstats
WNBA,2010,100384,Dominique Canty,1611661329,CHI,1,34.0,34,,883.9566666666667,105,244,0.43,2,11,0.182,95,137,0.693,34,53,87,115,33,7,76,89,307,29,99.9,97.9,2.0,0.504,0.434,0.195,0.226,0.04,0.063,0.052,0.073,1670,0.184,0.12,0.296,nba_api:leaguedashplayerstats
WNBA,2010,100928,Ebony Hoffman,1611661325,IND,1,28.0,34,,814.8866666666667,106,267,0.397,26,82,0.317,34,40,0.85,44,100,144,43,40,13,53,91,272,138,101.2,93.6,7.6,0.478,0.446,0.184,0.092,0.057,0.135,0.095,0.077,1591,0.169,0.22,0.126,nba_api:leaguedashplayerstats
WNBA,2010,101018,Edwige Lawson-Wade,1611661319,SAS,1,32.0,33,,724.1116666666667,67,181,0.37,43,127,0.339,39,43,0.907,17,47,64,94,35,2,45,71,216,-69,96.6,102.4,-5.8,0.54,0.489,0.153,0.213,0.025,0.073,0.049,0.075,1434,0.156,0.12,0.287,nba_api:leaguedashplayerstats
WNBA,2010,202259,Epiphanny Prince,1611661329,CHI,1,23.0,34,,664.5466666666666,117,274,0.427,24,71,0.338,76,97,0.784,14,54,68,92,55,5,60,67,334,-64,95.9,100.3,-4.4,0.527,0.471,0.255,0.277,0.023,0.088,0.055,0.126,1305,0.267,0.142,0.35,nba_api:leaguedashplayerstats
WNBA,2010,100812,Erika de Souza,1611661330,ATL,1,29.0,34,,872.4183333333333,190,333,0.571,0,0,0.0,41,75,0.547,96,187,283,30,27,40,62,109,421,18,101.9,100.6,1.3,0.575,0.571,0.195,0.055,0.104,0.215,0.158,0.132,1851,0.223,0.336,0.068,nba_api:leaguedashplayerstats
WNBA,2010,100835,Erin Thorn,1611661329,CHI,1,30.0,34,,682.8666666666667,70,170,0.412,42,100,0.42,32,36,0.889,12,52,64,73,20,2,45,39,214,-87,94.5,100.8,-6.3,0.576,0.535,0.152,0.197,0.019,0.081,0.05,0.095,1329,0.17,0.129,0.267,nba_api:leaguedashplayerstats
WNBA,2010,201502,Essence Carson,1611661313,NYL,1,24.0,34,,325.0316666666667,50,123,0.407,4,25,0.16,22,32,0.688,14,40,54,25,14,8,26,23,126,16,92.4,88.3,4.1,0.46,0.423,0.225,0.15,0.047,0.122,0.086,0.109,629,0.217,0.189,0.182,nba_api:leaguedashplayerstats
WNBA,2010,202276,Gabriela Marginean,1611661324,MIN,1,24.0,4,,11.651666666666667,1,5,0.2,0,0,0.0,0,0,0.0,3,1,4,1,1,1,1,2,2,4,100.0,81.8,18.2,0.2,0.2,0.143,0.125,0.0,0.059,0.0,0.0,31,0.065,0.267,1.0,nba_api:leaguedashplayerstats
WNBA,2010,100731,Hamchetou Maiga-Ba,1611661324,MIN,1,33.0,34,,466.495,43,112,0.384,0,1,0.0,22,33,0.667,35,43,78,31,13,5,36,54,108,-93,87.0,96.5,-9.5,0.427,0.384,0.144,0.124,0.067,0.098,0.081,0.038,968,0.128,0.198,0.2,nba_api:leaguedashplayerstats
WNBA,2010,100457,Helen Darling,1611661319,SAS,1,32.0,33,,391.16333333333336,18,60,0.3,6,22,0.273,22,34,0.647,11,23,34,47,20,1,32,51,64,-74,90.1,97.0,-7.0,0.427,0.35,0.129,0.206,0.033,0.062,0.048,0.023,754,0.094,0.118,0.296,nba_api:leaguedashplayerstats
WNBA,2010,201056,Ivory Latta,1611661321,TUL,1,26.0,18,,516.8283333333334,78,185,0.422,30,81,0.37,38,49,0.776,7,19,26,71,18,2,39,32,224,-200,92.0,112.3,-20.3,0.542,0.503,0.198,0.252,0.013,0.043,0.027,0.087,1068,0.228,0.068,0.336,nba_api:leaguedashplayerstats
WNBA,2010,100796,Iziane Castro Marques,1611661330,ATL,1,29.0,34,,984.415,220,496,0.444,46,156,0.295,89,135,0.659,14,45,59,89,28,2,95,73,575,53,100.5,98.3,2.2,0.518,0.49,0.262,0.149,0.013,0.044,0.029,0.08,2124,0.269,0.063,0.185,nba_api:leaguedashplayerstats
WNBA,2010,202261,Jacinta Monroe,1611661322,WAS,1,22.0,17,,117.22,15,31,0.484,0,1,0.0,6,12,0.5,4,12,16,3,5,8,6,20,36,-25,89.1,102.5,-13.4,0.496,0.484,0.161,0.046,0.041,0.109,0.077,0.043,247,0.164,0.184,0.073,nba_api:leaguedashplayerstats
WNBA,2010,202239,Jana Vesela,1611661328,SEA,1,27.0,29,,330.34166666666664,35,64,0.547,6,15,0.4,16,20,0.8,16,42,58,18,18,7,25,28,92,23,92.2,88.2,3.9,0.632,0.594,0.131,0.096,0.051,0.128,0.09,0.12,652,0.153,0.199,0.132,nba_api:leaguedashplayerstats
WNBA,2010,101019,Janel McCarville,1611661313,NYL,1,28.0,34,,966.67,127,275,0.462,3,11,0.273,41,50,0.82,66,134,200,74,46,23,86,88,298,109,102.0,95.4,6.6,0.502,0.467,0.183,0.128,0.074,0.152,0.113,0.095,1831,0.16,0.268,0.166,nba_api:leaguedashplayerstats
WNBA,2010,202251,Jayne Appel Marinelli,1611661319,SAS,1,23.0,28,,306.19166666666666,38,71,0.535,1,3,0.333,19,34,0.559,21,50,71,13,7,5,19,40,96,-19,92.7,96.3,-3.6,0.558,0.542,0.156,0.086,0.075,0.187,0.13,0.092,600,0.173,0.317,0.118,nba_api:leaguedashplayerstats
WNBA,2010,202265,Jene Morris,1611661325,IND,1,23.0,25,,195.84333333333333,28,66,0.424,14,38,0.368,2,3,0.667,3,11,14,12,8,2,17,28,72,-29,90.0,96.4,-6.4,0.535,0.53,0.187,0.118,0.017,0.052,0.036,0.047,390,0.205,0.095,0.156,nba_api:leaguedashplayerstats
WNBA,2010,101080,Jennifer Lacy,1611661321,TUL,1,28.0,24,,402.40166666666664,54,141,0.383,17,44,0.386,42,56,0.75,26,46,72,19,19,7,34,56,167,-118,94.6,109.3,-14.7,0.504,0.443,0.202,0.081,0.064,0.114,0.089,0.058,871,0.203,0.224,0.115,nba_api:leaguedashplayerstats
WNBA,2010,201882,Jessica Adair,1611661324,MIN,1,24.0,1,,13.583333333333334,1,1,1.0,0,0,0.0,3,4,0.75,4,4,8,0,0,0,0,4,5,15,154.5,82.6,71.9,0.906,1.0,0.103,0.0,0.0,0.0,0.0,0.273,22,0.147,0.615,0.0,nba_api:leaguedashplayerstats
WNBA,2010,201047,Jessica Davenport,1611661325,IND,1,26.0,33,,468.7133333333333,96,168,0.571,1,7,0.143,50,69,0.725,27,66,93,15,14,27,40,65,243,63,101.5,94.0,7.5,0.613,0.574,0.225,0.063,0.068,0.134,0.104,0.133,924,0.259,0.251,0.069,nba_api:leaguedashplayerstats
WNBA,2010,101042,Jessica Moore,1611661325,IND,1,28.0,33,,430.91833333333335,38,89,0.427,0,1,0.0,25,30,0.833,29,40,69,14,6,4,30,60,101,-40,90.4,92.0,-1.5,0.494,0.427,0.133,0.061,0.073,0.087,0.081,0.032,867,0.129,0.203,0.09,nba_api:leaguedashplayerstats
WNBA,2010,100952,Jia Perkins,1611661329,CHI,1,29.0,34,,936.2233333333334,145,366,0.396,38,109,0.349,35,43,0.814,35,63,98,83,56,6,40,61,363,33,99.6,98.2,1.4,0.472,0.448,0.208,0.165,0.04,0.071,0.056,0.095,1779,0.205,0.132,0.202,nba_api:leaguedashplayerstats
WNBA,2010,202285,Joy Cheek,1611661325,IND,1,23.0,7,,34.27,5,12,0.417,1,3,0.333,4,4,1.0,0,3,3,1,0,0,5,7,15,-6,88.2,94.3,-6.1,0.545,0.458,0.232,0.067,0.0,0.075,0.039,0.0,68,0.25,0.088,0.083,nba_api:leaguedashplayerstats
WNBA,2010,202253,Kalana Greene,1611661313,NYL,1,23.0,33,,519.3016666666666,64,138,0.464,7,21,0.333,15,24,0.625,14,40,54,31,13,7,36,50,150,-26,92.1,93.3,-1.3,0.505,0.489,0.157,0.104,0.029,0.082,0.055,0.058,1034,0.158,0.135,0.14,nba_api:leaguedashplayerstats
WNBA,2010,101025,Kara Braxton,1611661317,PHO,2,28.0,35,,593.2866666666666,146,283,0.516,1,4,0.25,55,81,0.679,55,108,163,45,33,22,93,91,348,-195,95.1,110.8,-15.6,0.546,0.518,0.278,0.137,0.094,0.187,0.14,0.105,1289,0.284,0.336,0.158,nba_api:leaguedashplayerstats
WNBA,2010,100874,Kara Lawson,1611661323,CON,1,30.0,34,,853.805,101,247,0.409,46,128,0.359,34,38,0.895,8,79,87,118,14,0,48,49,282,-15,97.0,97.9,-0.9,0.535,0.502,0.159,0.23,0.009,0.092,0.05,0.096,1708,0.17,0.112,0.306,nba_api:leaguedashplayerstats
WNBA,2010,100666,Katie Douglas,1611661325,IND,1,32.0,34,,1013.9,170,379,0.449,68,174,0.391,59,71,0.831,26,91,117,111,46,13,67,55,467,199,101.5,91.2,10.3,0.569,0.538,0.209,0.205,0.027,0.097,0.061,0.142,1979,0.232,0.142,0.254,nba_api:leaguedashplayerstats
WNBA,2010,100404,Katie Smith,1611661322,WAS,1,37.0,33,,1015.955,109,276,0.395,54,149,0.362,42,55,0.764,13,57,70,85,24,5,53,94,314,36,97.1,95.4,1.8,0.523,0.493,0.156,0.148,0.014,0.061,0.038,0.064,1944,0.166,0.082,0.249,nba_api:leaguedashplayerstats
WNBA,2010,100627,Kelly Miller,1611661330,ATL,1,32.0,30,,493.22333333333336,31,107,0.29,23,70,0.329,22,25,0.88,12,44,56,79,23,2,37,49,107,16,94.3,93.4,0.9,0.453,0.397,0.121,0.248,0.021,0.086,0.051,0.073,1062,0.107,0.112,0.351,nba_api:leaguedashplayerstats
WNBA,2010,202254,Kelsey Griffin,1611661323,CON,1,23.0,34,,678.985,48,137,0.35,13,48,0.271,41,53,0.774,43,117,160,36,23,17,43,64,150,48,99.3,94.0,5.4,0.468,0.398,0.127,0.081,0.06,0.164,0.112,0.073,1379,0.109,0.248,0.124,nba_api:leaguedashplayerstats
WNBA,2010,200704,Kerri Gardin,1611661323,CON,1,27.0,25,,205.75,10,37,0.27,1,11,0.091,8,12,0.667,11,18,29,16,9,3,9,16,29,3,96.6,93.9,2.8,0.343,0.284,0.11,0.113,0.056,0.091,0.073,0.039,414,0.073,0.173,0.188,nba_api:leaguedashplayerstats
WNBA,2010,201484,Ketia Swanier,1611661317,PHO,1,24.0,32,,322.02166666666665,36,92,0.391,12,31,0.387,11,21,0.524,5,33,38,53,11,1,41,21,95,-65,98.0,105.3,-7.3,0.469,0.457,0.183,0.254,0.016,0.092,0.056,0.061,690,0.141,0.141,0.396,nba_api:leaguedashplayerstats
WNBA,2010,201913,Kia Vaughn,1611661313,NYL,1,24.0,30,,243.01,24,69,0.348,1,1,1.0,13,20,0.65,15,27,42,10,6,6,18,44,62,-85,82.4,99.6,-17.2,0.398,0.355,0.173,0.077,0.064,0.114,0.089,0.002,495,0.152,0.235,0.104,nba_api:leaguedashplayerstats
WNBA,2010,100651,Kiesha Brown,1611661321,TUL,1,32.0,27,,481.045,56,144,0.389,18,46,0.391,23,28,0.821,9,44,53,64,15,0,40,37,153,-165,88.5,105.6,-17.1,0.489,0.451,0.171,0.243,0.018,0.096,0.055,0.077,1004,0.172,0.137,0.368,nba_api:leaguedashplayerstats
WNBA,2010,101029,Kristen Mann,1611661324,MIN,1,27.0,5,,14.956666666666667,1,6,0.167,1,4,0.25,0,0,0.0,0,0,0,0,0,0,0,0,3,0,88.2,103.4,-15.2,0.25,0.25,0.136,0.0,0.0,0.0,0.0,-0.049,34,0.1,0.0,0.0,nba_api:leaguedashplayerstats
WNBA,2010,201911,Kristi Toliver,1611661320,LAS,1,24.0,34,,703.445,105,240,0.438,37,106,0.349,44,54,0.815,23,52,75,44,18,2,50,63,291,-113,96.3,103.8,-7.5,0.552,0.515,0.201,0.115,0.035,0.072,0.054,0.076,1390,0.217,0.139,0.155,nba_api:leaguedashplayerstats
WNBA,2010,100682,Lauren Jackson,1611661328,SEA,1,30.0,32,,993.17,220,476,0.462,54,156,0.346,162,178,0.91,89,175,264,38,30,38,46,91,656,295,110.5,95.1,15.4,0.592,0.519,0.266,0.072,0.096,0.181,0.139,0.189,1904,0.312,0.29,0.079,nba_api:leaguedashplayerstats
WNBA,2010,100973,Le'coe Willingham,1611661328,SEA,1,30.0,33,,514.7333333333333,70,130,0.538,14,31,0.452,28,42,0.667,64,72,136,22,16,5,30,61,182,85,102.5,95.2,7.3,0.613,0.592,0.15,0.075,0.127,0.149,0.138,0.116,996,0.178,0.29,0.092,nba_api:leaguedashplayerstats
WNBA,2010,201507,Leilani Mitchell,1611661313,NYL,1,26.0,34,,977.7383333333333,105,238,0.441,72,148,0.486,35,43,0.814,25,63,88,130,55,6,51,79,317,140,105.6,98.2,7.4,0.617,0.592,0.146,0.21,0.028,0.07,0.049,0.104,1856,0.162,0.118,0.282,nba_api:leaguedashplayerstats
WNBA,2010,100915,Lindsay Whalen,1611661324,MIN,1,29.0,33,,1110.1466666666668,134,327,0.41,15,66,0.227,133,148,0.899,31,100,131,184,46,5,76,85,416,-20,97.2,97.7,-0.5,0.53,0.433,0.18,0.291,0.026,0.092,0.057,0.126,2215,0.193,0.134,0.436,nba_api:leaguedashplayerstats
WNBA,2010,201918,Lindsay Wisdom-Hylton,1611661320,LAS,1,25.0,32,,482.4583333333333,60,120,0.5,0,2,0.0,24,34,0.706,46,63,109,14,18,24,22,50,144,-49,95.3,99.9,-4.6,0.533,0.5,0.144,0.051,0.099,0.124,0.112,0.089,964,0.157,0.275,0.067,nba_api:leaguedashplayerstats
WNBA,2010,201046,Lindsey Harding,1611661322,WAS,1,27.0,34,,1130.425,157,353,0.445,15,52,0.288,82,107,0.766,17,86,103,137,47,6,94,67,411,149,101.3,95.1,6.2,0.514,0.466,0.196,0.212,0.017,0.082,0.05,0.107,2154,0.188,0.108,0.339,nba_api:leaguedashplayerstats
WNBA,2010,100685,Marie Ferdinand-Harris,1611661320,LAS,1,32.0,30,,728.2566666666667,101,247,0.409,14,48,0.292,52,62,0.839,19,61,80,37,26,5,33,64,268,-122,93.8,102.1,-8.3,0.489,0.437,0.192,0.093,0.027,0.084,0.056,0.067,1426,0.2,0.145,0.109,nba_api:leaguedashplayerstats
WNBA,2010,100887,Marion Jones,1611661321,TUL,1,35.0,33,,311.20666666666665,42,80,0.525,2,8,0.25,25,42,0.595,29,24,53,19,18,7,23,33,111,24,100.9,98.5,2.3,0.564,0.538,0.15,0.094,0.088,0.077,0.083,0.079,689,0.16,0.2,0.139,nba_api:leaguedashplayerstats
WNBA,2010,201889,Marissa Coleman,1611661322,WAS,1,24.0,34,,662.72,75,189,0.397,41,102,0.402,31,41,0.756,25,87,112,50,29,12,42,67,222,42,97.7,95.7,2.0,0.536,0.505,0.164,0.133,0.042,0.135,0.09,0.106,1306,0.174,0.195,0.215,nba_api:leaguedashplayerstats
WNBA,2010,201492,Matee Ajavon,1611661322,WAS,1,25.0,34,,496.945,66,191,0.346,9,49,0.184,58,75,0.773,16,37,53,47,38,2,52,60,199,38,94.4,92.6,1.8,0.444,0.369,0.231,0.173,0.033,0.077,0.055,0.065,1016,0.208,0.121,0.292,nba_api:leaguedashplayerstats
WNBA,2010,201892,Megan Frazee,1611661319,SAS,1,24.0,10,,100.93333333333334,12,32,0.375,1,9,0.111,13,19,0.684,7,14,21,1,0,0,6,10,38,4,90.7,90.1,0.6,0.471,0.391,0.195,0.022,0.067,0.127,0.098,0.063,205,0.204,0.253,0.026,nba_api:leaguedashplayerstats
WNBA,2010,100729,Michelle Snow,1611661319,SAS,1,31.0,34,,821.0983333333334,144,251,0.574,0,1,0.0,64,89,0.719,52,158,210,55,33,25,56,71,352,-62,99.9,104.9,-5.0,0.607,0.574,0.195,0.117,0.072,0.212,0.143,0.139,1586,0.222,0.337,0.145,nba_api:leaguedashplayerstats
WNBA,2010,200691,Mistie Bass,1611661329,CHI,1,27.0,34,,641.7466666666667,68,129,0.527,0,2,0.0,30,48,0.625,54,77,131,36,19,15,39,49,166,-13,98.8,98.1,0.7,0.553,0.527,0.133,0.093,0.089,0.131,0.11,0.09,1217,0.138,0.252,0.131,nba_api:leaguedashplayerstats
WNBA,2010,202257,Monica Wright,1611661324,MIN,1,22.0,34,,866.355,139,376,0.37,32,94,0.34,68,83,0.819,29,68,97,50,34,7,67,101,378,-23,97.7,98.8,-1.2,0.458,0.412,0.227,0.104,0.03,0.08,0.053,0.051,1790,0.216,0.124,0.16,nba_api:leaguedashplayerstats
WNBA,2010,200673,Monique Currie,1611661322,WAS,1,28.0,34,,890.78,146,335,0.436,37,83,0.446,150,171,0.877,43,120,163,55,49,14,89,120,479,164,102.4,93.1,9.2,0.584,0.491,0.249,0.113,0.056,0.144,0.102,0.136,1737,0.269,0.217,0.179,nba_api:leaguedashplayerstats
WNBA,2010,100556,Nakia Sanford,1611661322,WAS,1,35.0,34,,608.4166666666666,76,159,0.478,0,0,0.0,53,76,0.697,51,92,143,25,25,8,68,100,205,80,93.4,87.3,6.1,0.533,0.478,0.191,0.075,0.095,0.158,0.128,0.076,1173,0.187,0.268,0.115,nba_api:leaguedashplayerstats
WNBA,2010,201490,Natasha Lacy,1611661321,TUL,1,25.0,16,,292.5233333333333,38,80,0.475,3,12,0.25,22,37,0.595,5,32,37,56,23,3,38,30,101,-22,93.4,97.1,-3.7,0.525,0.494,0.178,0.293,0.016,0.103,0.059,0.099,666,0.162,0.155,0.397,nba_api:leaguedashplayerstats
WNBA,2010,201500,Nicky Anosike,1611661324,MIN,1,25.0,31,,927.7166666666667,83,223,0.372,0,0,0.0,119,154,0.773,82,130,212,60,62,32,66,93,285,-26,95.6,97.1,-1.4,0.49,0.372,0.162,0.109,0.081,0.145,0.111,0.1,1872,0.159,0.26,0.168,nba_api:leaguedashplayerstats
WNBA,2010,100932,Nicole Ohlde,1611661321,TUL,2,29.0,32,,523.5133333333333,62,140,0.443,0,0,0.0,31,45,0.689,22,61,83,27,11,17,41,67,155,-140,93.8,107.0,-13.2,0.485,0.443,0.161,0.088,0.04,0.118,0.078,0.044,1103,0.15,0.198,0.132,nba_api:leaguedashplayerstats
WNBA,2010,100919,Nicole Powell,1611661313,NYL,1,29.0,34,,894.78,112,288,0.389,66,167,0.395,26,31,0.839,33,110,143,76,34,7,48,67,316,40,103.1,100.4,2.7,0.524,0.503,0.181,0.142,0.04,0.138,0.088,0.097,1694,0.181,0.214,0.185,nba_api:leaguedashplayerstats
WNBA,2010,200689,Nikki Blue,1611661313,NYL,1,27.0,15,,76.78333333333333,6,21,0.286,1,6,0.167,5,7,0.714,1,5,6,13,4,0,9,12,18,-38,84.3,103.0,-18.7,0.374,0.31,0.183,0.295,0.015,0.068,0.043,0.011,159,0.134,0.097,0.448,nba_api:leaguedashplayerstats
WNBA,2010,201049,Noelle Quinn,1611661320,LAS,1,26.0,34,,1104.04,137,309,0.443,35,87,0.402,38,49,0.776,26,109,135,96,35,11,47,55,347,-30,99.9,101.3,-1.4,0.525,0.5,0.155,0.145,0.025,0.097,0.063,0.092,2194,0.158,0.159,0.182,nba_api:leaguedashplayerstats
WNBA,2010,100945,Nuria Martinez,1611661324,MIN,1,27.0,15,,128.16166666666666,6,33,0.182,3,20,0.15,12,18,0.667,0,11,11,11,5,0,12,22,27,-62,85.7,108.5,-22.8,0.33,0.227,0.157,0.141,0.0,0.107,0.044,-0.041,286,0.11,0.115,0.268,nba_api:leaguedashplayerstats
WNBA,2010,100634,Penny Taylor,1611661317,PHO,1,30.0,32,,959.1083333333333,173,340,0.509,46,104,0.442,117,131,0.893,32,109,141,161,47,9,76,88,509,121,109.9,103.1,6.8,0.64,0.576,0.203,0.252,0.035,0.102,0.071,0.138,2051,0.226,0.166,0.321,nba_api:leaguedashplayerstats
WNBA,2010,100888,Plenette Pierson,1611661313,NYL,2,29.0,33,,544.16,125,261,0.479,4,11,0.364,67,81,0.827,31,83,114,38,27,11,59,84,321,87,103.9,95.7,8.3,0.541,0.487,0.279,0.125,0.063,0.152,0.109,0.12,1121,0.276,0.26,0.141,nba_api:leaguedashplayerstats
WNBA,2010,201895,Quanitra Hollingsworth,1611661324,MIN,1,22.0,25,,182.28,14,37,0.378,0,0,0.0,15,25,0.6,13,31,44,4,5,1,21,38,43,-81,82.1,103.3,-21.2,0.448,0.378,0.15,0.042,0.062,0.172,0.113,-0.005,396,0.132,0.291,0.07,nba_api:leaguedashplayerstats
WNBA,2010,201901,Rashanda McCants,1611661321,TUL,2,24.0,23,,374.36833333333334,47,124,0.379,16,55,0.291,20,34,0.588,25,28,53,25,15,5,20,52,130,-94,92.9,105.4,-12.4,0.468,0.444,0.179,0.125,0.064,0.084,0.073,0.048,764,0.183,0.178,0.184,nba_api:leaguedashplayerstats
WNBA,2010,100944,Rebekkah Brunson,1611661324,MIN,1,29.0,30,,914.8683333333333,117,273,0.429,0,1,0.0,106,160,0.663,120,190,310,23,36,29,49,91,340,-105,96.6,101.3,-4.6,0.495,0.429,0.185,0.046,0.12,0.226,0.168,0.12,1809,0.195,0.383,0.07,nba_api:leaguedashplayerstats
WNBA,2010,201904,Renee Montgomery,1611661323,CON,1,24.0,34,,940.425,158,394,0.401,66,189,0.349,71,83,0.855,14,60,74,138,47,3,78,67,453,21,99.9,98.5,1.4,0.526,0.485,0.233,0.258,0.015,0.063,0.039,0.108,1886,0.24,0.09,0.333,nba_api:leaguedashplayerstats
WNBA,2010,101033,Roneeka Hodges,1611661319,SAS,1,28.0,34,,858.8116666666666,94,263,0.357,49,159,0.308,25,33,0.758,23,85,108,46,15,10,40,40,262,-26,99.5,101.9,-2.4,0.472,0.451,0.168,0.087,0.03,0.108,0.069,0.063,1682,0.157,0.165,0.119,nba_api:leaguedashplayerstats
WNBA,2010,100656,Ruth Riley,1611661319,SAS,1,31.0,20,,260.85833333333335,29,54,0.537,1,5,0.2,16,20,0.8,6,39,45,19,5,13,19,39,75,-61,91.6,104.2,-12.6,0.597,0.546,0.141,0.124,0.026,0.164,0.096,0.077,525,0.156,0.228,0.16,nba_api:leaguedashplayerstats
WNBA,2010,101023,Sancho Lyttle,1611661330,ATL,1,27.0,32,,929.665,162,335,0.484,0,0,0.0,87,120,0.725,102,214,316,70,55,20,63,96,411,18,101.1,99.5,1.6,0.53,0.484,0.194,0.118,0.102,0.221,0.161,0.153,1957,0.208,0.353,0.153,nba_api:leaguedashplayerstats
WNBA,2010,101021,Sandora Irvin,1611661329,CHI,1,29.0,18,,137.39666666666668,14,30,0.467,1,7,0.143,6,9,0.667,11,15,26,3,2,6,10,28,35,-10,94.3,97.0,-2.7,0.515,0.483,0.141,0.038,0.083,0.133,0.106,0.018,265,0.14,0.25,0.064,nba_api:leaguedashplayerstats
WNBA,2010,201058,Sandrine Gruda,1611661323,CON,1,24.0,28,,636.2666666666667,111,226,0.491,2,11,0.182,98,129,0.76,52,73,125,33,19,21,45,51,322,-14,101.3,102.4,-1.1,0.569,0.496,0.224,0.091,0.083,0.115,0.099,0.12,1280,0.248,0.228,0.118,nba_api:leaguedashplayerstats
WNBA,2010,200684,Scholanda Dorrell,1611661321,TUL,1,28.0,34,,836.2566666666667,145,361,0.402,23,76,0.303,92,130,0.708,29,51,80,57,53,12,86,93,405,-350,88.3,109.0,-20.7,0.484,0.434,0.248,0.132,0.032,0.066,0.048,0.058,1762,0.26,0.123,0.176,nba_api:leaguedashplayerstats
WNBA,2010,200671,Seimone Augustus,1611661324,MIN,1,27.0,25,,831.89,176,410,0.429,36,107,0.336,34,51,0.667,9,72,81,47,17,7,35,33,422,-3,96.9,97.1,-0.1,0.488,0.473,0.242,0.116,0.01,0.091,0.048,0.102,1663,0.262,0.115,0.145,nba_api:leaguedashplayerstats
WNBA,2010,201530,Sequoia Holmes,1611661317,PHO,1,25.0,15,,119.275,8,39,0.205,0,11,0.0,11,15,0.733,8,12,20,6,6,0,10,16,27,-28,89.7,101.2,-11.5,0.296,0.205,0.196,0.087,0.068,0.09,0.08,-0.016,253,0.119,0.179,0.136,nba_api:leaguedashplayerstats
WNBA,2010,201898,Shalee Lehning,1611661330,ATL,1,24.0,33,,775.0133333333333,48,106,0.453,13,36,0.361,14,30,0.467,28,61,89,159,25,6,61,68,123,66,101.7,97.8,3.9,0.516,0.514,0.094,0.261,0.035,0.075,0.055,0.071,1657,0.073,0.122,0.407,nba_api:leaguedashplayerstats
WNBA,2010,100937,Shameka Christon,1611661329,CHI,1,29.0,10,,212.88833333333332,28,78,0.359,14,35,0.4,15,16,0.938,3,21,24,24,3,2,9,23,85,19,103.9,99.5,4.4,0.5,0.449,0.202,0.189,0.015,0.107,0.06,0.083,408,0.2,0.144,0.24,nba_api:leaguedashplayerstats
WNBA,2010,200686,Shanna Zolman,1611661321,TUL,1,27.0,30,,639.0683333333334,105,260,0.404,57,135,0.422,24,30,0.8,9,33,42,48,26,2,49,38,291,-218,90.2,106.6,-16.4,0.533,0.513,0.205,0.133,0.013,0.053,0.032,0.075,1368,0.236,0.084,0.187,nba_api:leaguedashplayerstats
WNBA,2010,201919,Shavonte Zellous,1611661325,IND,2,24.0,31,,484.86333333333334,52,161,0.323,8,35,0.229,64,85,0.753,15,44,59,45,14,16,35,62,176,-12,94.8,94.7,0.0,0.444,0.348,0.216,0.164,0.032,0.09,0.062,0.058,957,0.194,0.154,0.238,nba_api:leaguedashplayerstats
WNBA,2010,201062,Shay Murphy,1611661329,CHI,2,26.0,26,,376.01666666666665,45,139,0.324,13,47,0.277,30,49,0.612,27,54,81,32,17,2,29,38,133,-19,93.5,96.3,-2.8,0.414,0.371,0.219,0.156,0.07,0.152,0.11,0.071,754,0.189,0.272,0.205,nba_api:leaguedashplayerstats
