league,season,player_id,player_name,team_id,team_code,team_count,age,gp,gs,min,fgm,fga,fg_pct,fg3m,fg3a,fg3_pct,ftm,fta,ft_pct,oreb,dreb,reb,ast,stl,blk,tov,pf,pts,plus_minus,off_rating,def_rating,net_rating,ts_pct,efg_pct,usg_pct,ast_pct,oreb_pct,dreb_pct,reb_pct,pie,poss,pct_pts,pct_reb,pct_ast,source
WNBA,2017,203855,Stephanie Talbot,1611661317,PHO,1,24.0,34,,609.4383333333334,51,123,0.415,16,42,0.381,30,46,0.652,29,62,91,55,24,9,30,66,148,-6,101.0,101.6,-0.7,0.517,0.48,0.128,0.145,0.051,0.104,0.078,0.07,1227,0.119,0.179,0.204,nba_api:leaguedashplayerstats
WNBA,2017,100720,Sue Bird,1611661328,SEA,1,37.0,30,,901.295,117,274,0.427,59,150,0.393,24,31,0.774,7,53,60,199,36,3,62,38,317,31,107.4,106.2,1.2,0.551,0.535,0.18,0.343,0.009,0.059,0.036,0.112,1762,0.168,0.09,0.423,nba_api:leaguedashplayerstats
WNBA,2017,203411,Sugar Rodgers,1611661313,NYL,1,28.0,33,,843.7,120,354,0.339,63,184,0.342,44,54,0.815,23,103,126,77,30,17,53,76,347,57,99.7,96.6,3.1,0.459,0.428,0.221,0.155,0.026,0.116,0.071,0.086,1669,0.209,0.157,0.209,nba_api:leaguedashplayerstats
WNBA,2017,202641,Sydney Colson,1611661319,SAS,1,28.0,28,,325.60833333333335,29,88,0.33,2,10,0.2,22,32,0.688,3,12,15,55,14,2,27,36,82,-127,83.2,103.6,-20.4,0.402,0.341,0.173,0.331,0.009,0.042,0.024,0.041,637,0.155,0.059,0.5,nba_api:leaguedashplayerstats
WNBA,2017,1628282,Sydney Wiese,1611661320,LAS,1,23.0,28,,226.21166666666667,23,60,0.383,14,35,0.4,4,8,0.5,3,19,22,8,5,3,2,19,64,3,94.4,95.5,-1.0,0.504,0.5,0.131,0.06,0.014,0.083,0.05,0.059,449,0.151,0.123,0.093,nba_api:leaguedashplayerstats
WNBA,2017,201480,Sylvia Fowles,1611661324,MIN,1,32.0,34,,1047.73,254,388,0.655,0,0,0.0,136,177,0.768,123,231,354,52,44,67,83,93,644,334,110.1,93.5,16.6,0.691,0.655,0.23,0.085,0.127,0.22,0.176,0.207,2063,0.283,0.37,0.094,nba_api:leaguedashplayerstats
WNBA,2017,201477,Tamera Young,1611661330,ATL,2,31.0,35,,865.675,110,308,0.357,25,73,0.342,48,71,0.676,23,94,117,67,36,15,61,70,293,-88,96.3,100.6,-4.3,0.432,0.398,0.2,0.125,0.026,0.104,0.066,0.057,1754,0.173,0.158,0.168,nba_api:leaguedashplayerstats
WNBA,2017,203401,Tayler Hill,1611661322,WAS,1,27.0,18,,461.58666666666664,69,191,0.361,27,89,0.303,75,80,0.938,5,29,34,47,16,1,26,30,240,41,108.3,103.6,4.7,0.531,0.432,0.246,0.179,0.011,0.062,0.037,0.101,904,0.245,0.087,0.254,nba_api:leaguedashplayerstats
WNBA,2017,1627701,Temi Fagbenle,1611661324,MIN,1,25.0,21,,88.95,9,18,0.5,0,0,0.0,7,9,0.778,5,16,21,1,3,4,8,13,25,-17,82.2,91.2,-8.9,0.569,0.5,0.148,0.021,0.06,0.158,0.114,0.081,180,0.169,0.288,0.034,nba_api:leaguedashplayerstats
WNBA,2017,203849,Theresa Plaisance,1611661321,DAL,1,26.0,34,,689.8333333333334,97,255,0.38,42,122,0.344,25,29,0.862,43,104,147,31,25,24,29,94,261,7,105.1,104.6,0.5,0.487,0.463,0.179,0.076,0.058,0.16,0.106,0.075,1422,0.175,0.253,0.108,nba_api:leaguedashplayerstats
WNBA,2017,203403,Tianna Hawkins,1611661322,WAS,1,27.0,33,,547.2933333333333,88,187,0.471,12,46,0.261,41,43,0.953,43,95,138,11,18,8,25,78,229,3,98.8,98.6,0.2,0.556,0.503,0.182,0.038,0.075,0.169,0.121,0.107,1104,0.21,0.289,0.052,nba_api:leaguedashplayerstats
WNBA,2017,203437,Tierra Ruffin-Pratt,1611661322,WAS,1,27.0,34,,826.4666666666667,84,249,0.337,0,4,0.0,79,107,0.738,52,128,180,79,33,17,50,99,247,-33,101.7,103.2,-1.5,0.417,0.337,0.185,0.163,0.061,0.15,0.106,0.069,1611,0.151,0.235,0.24,nba_api:leaguedashplayerstats
WNBA,2017,203026,Tiffany Hayes,1611661330,ATL,1,28.0,33,,992.4666666666667,166,381,0.436,48,129,0.372,158,185,0.854,31,96,127,80,41,8,62,102,538,-68,96.1,99.2,-3.1,0.582,0.499,0.228,0.148,0.03,0.098,0.063,0.126,1987,0.282,0.151,0.19,nba_api:leaguedashplayerstats
WNBA,2017,201050,Tiffany Jackson,1611661320,LAS,1,33.0,26,,151.165,12,26,0.462,0,1,0.0,5,8,0.625,8,23,31,3,2,3,12,22,29,14,90.3,88.3,2.0,0.491,0.462,0.124,0.033,0.058,0.164,0.112,0.031,300,0.107,0.261,0.052,nba_api:leaguedashplayerstats
WNBA,2017,1627676,Tiffany Mitchell,1611661325,IND,1,23.0,27,,671.0483333333333,83,238,0.349,17,69,0.246,94,102,0.922,16,70,86,39,31,5,40,60,277,-46,99.7,102.7,-3.0,0.49,0.384,0.215,0.099,0.025,0.116,0.069,0.084,1325,0.21,0.176,0.163,nba_api:leaguedashplayerstats
WNBA,2017,202250,Tina Charles,1611661313,NYL,1,29.0,34,,1094.795,262,593,0.442,24,69,0.348,123,153,0.804,69,249,318,87,28,24,80,74,671,127,103.7,97.5,6.3,0.508,0.462,0.297,0.158,0.061,0.218,0.139,0.174,2121,0.305,0.298,0.191,nba_api:leaguedashplayerstats
WNBA,2017,203389,Yvonne Turner,1611661317,PHO,1,30.0,34,,433.615,66,161,0.41,13,54,0.241,29,38,0.763,12,21,33,37,19,1,37,38,174,-3,95.8,96.0,-0.2,0.49,0.45,0.211,0.161,0.027,0.045,0.036,0.068,879,0.207,0.093,0.211,nba_api:leaguedashplayerstats
WNBA,2018,1628932,A'ja Wilson,1611661319,LVA,1,22.0,33,,1009.9766666666667,245,530,0.462,0,0,0.0,192,248,0.774,66,198,264,74,27,55,46,68,682,-43,104.6,106.7,-2.2,0.534,0.462,0.289,0.132,0.063,0.19,0.127,0.154,2084,0.313,0.284,0.142,nba_api:leaguedashplayerstats
WNBA,2018,1628327,Adaora Elonu,1611661330,ATL,1,29.0,1,,1.0666666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,nba_api:leaguedashplayerstats
WNBA,2018,1627672,Aerial Powers,1611661322,WAS,2,25.0,24,,345.17833333333334,48,122,0.393,12,44,0.273,40,46,0.87,16,50,66,21,13,6,31,30,148,39,105.3,97.4,7.9,0.52,0.443,0.223,0.102,0.049,0.143,0.098,0.096,682,0.206,0.234,0.138,nba_api:leaguedashplayerstats
WNBA,2018,1628268,Alaina Coates,1611661329,CHI,1,24.0,32,,363.765,42,74,0.568,0,0,0.0,25,40,0.625,39,63,102,13,6,7,17,58,109,-16,102.0,104.3,-2.3,0.595,0.568,0.124,0.056,0.107,0.165,0.137,0.075,746,0.143,0.33,0.073,nba_api:leaguedashplayerstats
WNBA,2018,100949,Alana Beard,1611661320,LAS,1,37.0,30,,766.2833333333333,51,130,0.392,2,5,0.4,17,21,0.81,36,62,98,50,44,6,20,73,121,46,99.5,95.7,3.8,0.435,0.4,0.096,0.095,0.05,0.089,0.069,0.05,1491,0.082,0.165,0.141,nba_api:leaguedashplayerstats
WNBA,2018,203410,Alex Bentley,1611661330,ATL,2,28.0,35,,744.345,128,331,0.387,39,127,0.307,34,47,0.723,10,41,51,115,40,3,58,76,329,138,108.9,99.6,9.3,0.468,0.446,0.229,0.236,0.013,0.054,0.034,0.076,1530,0.197,0.08,0.321,nba_api:leaguedashplayerstats
WNBA,2018,202652,Alex Montgomery,1611661329,CHI,1,30.0,19,,121.73666666666666,5,19,0.263,1,3,0.333,4,4,1.0,6,12,18,9,2,1,5,14,15,-23,92.9,102.4,-9.5,0.361,0.289,0.093,0.12,0.053,0.096,0.076,0.022,252,0.064,0.198,0.173,nba_api:leaguedashplayerstats
WNBA,2018,1628283,Alexis Jones,1611661324,MIN,1,25.0,26,,228.96333333333334,32,91,0.352,16,50,0.32,6,8,0.75,5,18,23,18,3,2,17,26,86,-50,87.3,98.9,-11.6,0.455,0.44,0.208,0.15,0.022,0.083,0.052,0.039,465,0.212,0.123,0.194,nba_api:leaguedashplayerstats
WNBA,2018,1628297,Alexis Prince,1611661330,ATL,1,25.0,2,,6.0,3,5,0.6,1,1,1.0,0,0,0.0,1,1,2,0,0,0,0,1,7,6,141.7,91.7,50.0,0.7,0.7,0.357,0.0,0.2,0.5,0.286,0.22,12,0.412,0.5,0.0,nba_api:leaguedashplayerstats
WNBA,2018,201516,Allie Quigley,1611661329,CHI,1,33.0,32,,950.7733333333333,183,393,0.466,73,174,0.42,54,63,0.857,10,67,77,81,22,10,66,58,493,-141,100.6,108.8,-8.3,0.586,0.559,0.219,0.144,0.011,0.07,0.042,0.095,1942,0.252,0.1,0.156,nba_api:leaguedashplayerstats
WNBA,2018,1628277,Allisha Gray,1611661321,DAL,1,24.0,34,,906.845,100,248,0.403,30,111,0.27,82,95,0.863,40,75,115,82,44,8,47,76,312,0,105.7,106.0,-0.3,0.538,0.464,0.154,0.138,0.043,0.083,0.063,0.079,1869,0.158,0.14,0.197,nba_api:leaguedashplayerstats
WNBA,2018,202252,Alysha Clark,1611661328,SEA,1,31.0,31,,812.9166666666666,83,173,0.48,29,74,0.392,33,39,0.846,31,77,108,58,31,4,36,70,228,210,112.7,99.9,12.8,0.599,0.564,0.12,0.097,0.04,0.096,0.069,0.069,1641,0.123,0.154,0.125,nba_api:leaguedashplayerstats
WNBA,2018,203826,Alyssa Thomas,1611661323,CON,1,27.0,24,,733.8933333333333,98,211,0.464,0,1,0.0,52,95,0.547,47,148,195,101,28,10,48,69,248,210,110.6,96.6,14.0,0.491,0.464,0.171,0.186,0.063,0.208,0.134,0.111,1498,0.15,0.279,0.269,nba_api:leaguedashplayerstats
WNBA,2018,204320,Amanda Zahui B,1611661313,NYL,1,25.0,29,,460.46166666666664,90,180,0.5,21,61,0.344,23,38,0.605,37,50,87,21,11,12,44,80,224,-102,96.2,106.1,-9.8,0.569,0.558,0.224,0.087,0.083,0.108,0.095,0.072,929,0.251,0.231,0.094,nba_api:leaguedashplayerstats
WNBA,2018,202644,Amber Harris,1611661329,CHI,1,31.0,1,,2.216666666666667,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,5,0.0,0.0,0.0,nba_api:leaguedashplayerstats
WNBA,2018,201881,Angel McCoughtry,1611661330,ATL,1,32.0,29,,798.61,170,405,0.42,21,76,0.276,117,140,0.836,46,128,174,86,38,16,76,74,478,73,99.0,95.0,4.1,0.512,0.446,0.283,0.2,0.054,0.151,0.102,0.143,1659,0.291,0.229,0.229,nba_api:leaguedashplayerstats
WNBA,2018,202657,Angel Robinson,1611661317,PHO,1,32.0,24,,237.805,19,42,0.452,0,1,0.0,17,20,0.85,23,49,72,13,5,6,21,31,55,-22,100.0,103.0,-3.0,0.541,0.452,0.127,0.087,0.103,0.202,0.155,0.081,486,0.113,0.365,0.12,nba_api:leaguedashplayerstats
WNBA,2018,1628878,Ariel Atkins,1611661322,WAS,1,22.0,29,,652.0666666666667,120,278,0.432,45,126,0.357,42,51,0.824,28,41,69,60,39,10,38,73,327,192,115.3,99.6,15.7,0.544,0.513,0.228,0.134,0.046,0.065,0.055,0.087,1298,0.218,0.131,0.18,nba_api:leaguedashplayerstats
WNBA,2018,203859,Asia Taylor,1611661325,IND,1,27.0,14,,116.42,9,29,0.31,1,5,0.2,7,9,0.778,9,16,25,6,3,0,11,12,26,-13,90.8,95.7,-4.9,0.394,0.328,0.157,0.092,0.073,0.15,0.109,0.034,228,0.126,0.269,0.162,nba_api:leaguedashplayerstats
WNBA,2018,203838,Astou Ndour-Fall,1611661329,CHI,1,24.0,22,,255.13833333333332,37,78,0.474,7,22,0.318,20,26,0.769,23,31,54,7,5,10,11,32,101,-66,97.7,111.2,-13.5,0.565,0.519,0.17,0.049,0.092,0.131,0.111,0.079,521,0.198,0.277,0.059,nba_api:leaguedashplayerstats
WNBA,2018,1628922,Azura Stevens,1611661321,DAL,1,23.0,34,,700.1333333333333,111,258,0.43,28,88,0.318,52,66,0.788,59,96,155,44,31,39,51,70,302,7,105.3,104.4,0.8,0.526,0.484,0.195,0.106,0.081,0.137,0.108,0.101,1457,0.197,0.241,0.141,nba_api:leaguedashplayerstats
WNBA,2018,204335,Betnijah Laney-Hamilton,1611661323,CON,1,25.0,29,,270.535,33,70,0.471,1,9,0.111,10,11,0.909,20,30,50,21,11,0,16,20,77,76,109.9,96.4,13.5,0.514,0.479,0.139,0.105,0.078,0.107,0.093,0.083,556,0.126,0.207,0.151,nba_api:leaguedashplayerstats
WNBA,2018,204355,Blake Dietrick,1611661330,ATL,1,25.0,26,,186.20833333333334,12,35,0.343,9,23,0.391,4,6,0.667,2,12,14,11,7,0,12,21,37,-46,88.3,98.2,-9.9,0.491,0.471,0.107,0.105,0.009,0.067,0.036,0.02,386,0.109,0.086,0.155,nba_api:leaguedashplayerstats
WNBA,2018,1628292,Breanna Lewis,1611661321,DAL,1,25.0,6,,25.921666666666667,3,10,0.3,0,0,0.0,1,1,1.0,3,4,7,0,0,1,3,6,7,-21,80.4,120.0,-39.6,0.335,0.3,0.191,0.0,0.094,0.19,0.132,-0.039,56,0.156,0.318,0.0,nba_api:leaguedashplayerstats
WNBA,2018,1627668,Breanna Stewart,1611661328,SEA,1,24.0,34,,1074.06,270,510,0.529,61,147,0.415,141,172,0.82,38,246,284,86,46,49,61,69,742,275,111.8,99.4,12.4,0.633,0.589,0.261,0.138,0.038,0.225,0.135,0.192,2174,0.305,0.307,0.143,nba_api:leaguedashplayerstats
WNBA,2018,203829,Bria Hartley,1611661313,NYL,1,26.0,34,,805.7183333333334,103,265,0.389,36,117,0.308,46,65,0.708,25,75,100,121,29,2,68,75,288,-174,97.5,107.0,-9.5,0.49,0.457,0.198,0.251,0.031,0.093,0.062,0.078,1591,0.186,0.147,0.317,nba_api:leaguedashplayerstats
WNBA,2018,201896,Briann January,1611661317,PHO,1,32.0,33,,894.97,77,182,0.423,47,100,0.47,29,36,0.806,14,54,68,109,19,4,46,76,230,74,108.9,105.0,4.0,0.581,0.552,0.121,0.18,0.017,0.057,0.039,0.06,1799,0.117,0.092,0.227,nba_api:leaguedashplayerstats
WNBA,2018,1628280,Brionna Jones,1611661323,CON,1,23.0,27,,242.205,30,64,0.469,0,0,0.0,24,33,0.727,24,29,53,6,6,6,16,37,84,-14,97.0,99.4,-2.4,0.535,0.469,0.156,0.042,0.086,0.115,0.1,0.063,499,0.174,0.232,0.058,nba_api:leaguedashplayerstats
WNBA,2018,204327,Brittany Boyd-Jones,1611661313,NYL,1,26.0,30,,612.68,70,169,0.414,10,27,0.37,41,53,0.774,10,107,117,159,37,3,81,72,191,-90,94.6,101.0,-6.3,0.497,0.444,0.192,0.407,0.016,0.172,0.094,0.12,1250,0.161,0.218,0.518,nba_api:leaguedashplayerstats
WNBA,2018,203398,Brittney Griner,1611661317,PHO,1,28.0,34,,1107.85,266,489,0.544,1,4,0.25,164,205,0.8,63,199,262,70,17,87,80,110,697,118,109.1,103.5,5.6,0.602,0.545,0.265,0.121,0.062,0.168,0.119,0.158,2224,0.287,0.284,0.118,nba_api:leaguedashplayerstats
WNBA,2018,1628279,Brittney Sykes,1611661330,ATL,1,25.0,29,,599.9066666666666,97,236,0.411,22,82,0.268,65,98,0.663,18,84,102,68,10,18,31,52,281,65,101.2,96.0,5.2,0.503,0.458,0.219,0.187,0.028,0.135,0.08,0.112,1230,0.226,0.191,0.252,nba_api:leaguedashplayerstats
WNBA,2018,201067,Camille Smith,1611661317,PHO,1,34.0,33,,536.2516666666667,33,100,0.33,8,31,0.258,24,31,0.774,16,44,60,40,18,10,29,71,98,-39,97.1,100.0,-2.9,0.431,0.37,0.116,0.122,0.031,0.081,0.056,0.025,1102,0.092,0.145,0.157,nba_api:leaguedashplayerstats
WNBA,2018,201496,Candace Parker,1611661320,LAS,1,33.0,31,,949.2716666666666,198,420,0.471,41,119,0.345,118,146,0.808,51,202,253,146,38,33,92,65,555,85,101.9,97.3,4.6,0.573,0.52,0.272,0.278,0.057,0.224,0.14,0.183,1858,0.293,0.33,0.328,nba_api:leaguedashplayerstats
WNBA,2018,200676,Candice Dupree,1611661325,IND,1,34.0,32,,1006.2716666666666,198,406,0.488,0,1,0.0,59,72,0.819,37,169,206,54,30,11,51,55,455,-235,95.9,107.2,-11.3,0.52,0.488,0.219,0.101,0.036,0.179,0.105,0.121,1978,0.24,0.26,0.134,nba_api:leaguedashplayerstats
WNBA,2018,200665,Cappie Pondexter,1611661325,IND,2,36.0,30,,544.885,85,223,0.381,11,30,0.367,39,45,0.867,7,48,55,54,15,0,27,45,220,-152,94.7,108.9,-14.1,0.453,0.406,0.226,0.172,0.013,0.091,0.051,0.069,1060,0.219,0.127,0.226,nba_api:leaguedashplayerstats
WNBA,2018,202670,Carolyn Swords,1611661319,LVA,1,29.0,26,,375.50333333333333,44,79,0.557,0,0,0.0,14,16,0.875,45,77,122,23,5,17,21,55,102,31,106.1,102.4,3.7,0.593,0.557,0.117,0.087,0.111,0.188,0.15,0.09,791,0.122,0.324,0.127,nba_api:leaguedashplayerstats
WNBA,2018,204297,Cayla George,1611661321,DAL,1,30.0,23,,245.49,34,78,0.436,12,39,0.308,3,6,0.5,15,49,64,16,2,5,14,31,83,17,105.8,102.6,3.2,0.515,0.513,0.162,0.106,0.059,0.194,0.126,0.085,496,0.158,0.288,0.15,nba_api:leaguedashplayerstats
WNBA,2018,1628508,Cecilia Zandalasini,1611661324,MIN,1,23.0,29,,478.2366666666667,61,149,0.409,23,60,0.383,21,25,0.84,6,48,54,32,8,1,31,51,166,-12,98.6,99.7,-1.0,0.519,0.487,0.173,0.105,0.013,0.11,0.059,0.054,957,0.176,0.137,0.133,nba_api:leaguedashplayerstats
WNBA,2018,203833,Chelsea Gray,1611661320,LAS,1,26.0,34,,1110.835,193,399,0.484,38,97,0.392,81,97,0.835,17,99,116,175,48,6,79,65,505,66,100.6,98.1,2.6,0.572,0.531,0.213,0.27,0.016,0.095,0.055,0.13,2185,0.23,0.133,0.345,nba_api:leaguedashplayerstats
WNBA,2018,203563,Chelsea Hopkins,1611661329,CHI,1,28.0,4,,57.81333333333333,3,6,0.5,0,0,0.0,1,1,1.0,0,13,13,8,2,0,7,2,7,-8,88.0,94.9,-6.8,0.543,0.5,0.101,0.195,0.0,0.22,0.115,0.082,117,0.068,0.255,0.267,nba_api:leaguedashplayerstats
WNBA,2018,204323,Cheyenne Parker-Tyus,1611661329,CHI,1,26.0,34,,670.5233333333333,128,241,0.531,6,19,0.316,77,108,0.713,60,136,196,23,19,36,48,94,339,-96,100.3,108.9,-8.6,0.587,0.544,0.214,0.06,0.093,0.192,0.145,0.118,1394,0.242,0.345,0.069,nba_api:leaguedashplayerstats
WNBA,2018,203823,Chiney Ogwumike,1611661323,CON,1,27.0,31,,789.585,176,292,0.603,1,2,0.5,94,118,0.797,85,142,227,32,36,19,51,106,447,65,108.6,103.5,5.1,0.65,0.604,0.21,0.065,0.108,0.195,0.15,0.15,1599,0.257,0.319,0.085,nba_api:leaguedashplayerstats
WNBA,2018,201907,Courtney Paris,1611661328,SEA,1,31.0,34,,360.16833333333335,32,60,0.533,0,1,0.0,9,17,0.529,39,94,133,22,8,9,14,55,73,16,98.2,94.8,3.4,0.541,0.533,0.097,0.095,0.115,0.256,0.188,0.101,727,0.102,0.398,0.135,nba_api:leaguedashplayerstats
WNBA,2018,202664,Courtney Vandersloot,1611661329,CHI,1,30.0,30,,955.2266666666667,136,278,0.489,45,113,0.398,57,69,0.826,15,97,112,258,40,17,104,62,374,-150,102.4,110.6,-8.1,0.606,0.57,0.184,0.416,0.016,0.101,0.06,0.129,1967,0.186,0.145,0.493,nba_api:leaguedashplayerstats
WNBA,2018,1627675,Courtney Williams,1611661323,CON,1,25.0,30,,811.55,171,375,0.456,20,53,0.377,17,25,0.68,46,132,178,90,23,2,54,47,379,120,109.9,101.8,8.1,0.491,0.483,0.228,0.169,0.056,0.167,0.11,0.117,1640,0.21,0.231,0.23,nba_api:leaguedashplayerstats
WNBA,2018,201518,Crystal Langhorne,1611661328,SEA,1,32.0,26,,361.55333333333334,52,104,0.5,0,4,0.0,16,18,0.889,17,60,77,9,8,4,23,22,120,-12,93.3,96.4,-3.1,0.536,0.5,0.164,0.045,0.046,0.167,0.105,0.092,726,0.177,0.244,0.059,nba_api:leaguedashplayerstats
WNBA,2018,203024,Damiris Dantas,1611661330,ATL,1,26.0,19,,255.09,42,97,0.433,5,21,0.238,13,18,0.722,17,28,45,16,8,0,10,32,102,-46,88.7,98.9,-10.2,0.486,0.459,0.18,0.122,0.056,0.113,0.082,0.088,539,0.213,0.199,0.15,nba_api:leaguedashplayerstats
WNBA,2018,202658,Danielle Robinson,1611661324,MIN,1,30.0,28,,521.0033333333333,69,155,0.445,3,19,0.158,41,48,0.854,8,42,50,92,26,1,49,38,182,6,97.9,97.0,0.9,0.517,0.455,0.186,0.279,0.016,0.086,0.05,0.101,1065,0.174,0.109,0.376,nba_api:leaguedashplayerstats
WNBA,2018,201886,DeWanna Bonner,1611661317,PHO,1,31.0,34,,1120.1416666666667,208,460,0.452,55,176,0.313,117,135,0.867,47,199,246,108,43,15,55,62,588,111,109.3,103.7,5.6,0.566,0.512,0.227,0.168,0.046,0.166,0.111,0.151,2248,0.239,0.263,0.187,nba_api:leaguedashplayerstats
WNBA,2018,204324,Dearica Hamby,1611661319,LVA,1,25.0,33,,474.605,92,175,0.526,13,45,0.289,46,62,0.742,37,82,119,41,24,9,37,67,243,-2,101.1,101.1,0.0,0.601,0.563,0.207,0.146,0.076,0.169,0.123,0.134,1000,0.24,0.279,0.167,nba_api:leaguedashplayerstats
WNBA,2018,203016,Devereaux Peters,1611661317,PHO,1,29.0,5,,38.07833333333333,4,12,0.333,0,2,0.0,0,0,0.0,2,6,8,2,0,0,2,5,8,-12,92.5,103.6,-11.1,0.333,0.333,0.159,0.083,0.051,0.136,0.096,0.015,80,0.108,0.229,0.118,nba_api:leaguedashplayerstats
WNBA,2018,1628890,Diamond DeShields,1611661329,CHI,1,24.0,34,,967.4333333333333,166,391,0.425,40,122,0.328,117,140,0.836,37,130,167,74,37,10,70,74,489,-91,102.1,107.5,-5.4,0.54,0.476,0.231,0.123,0.04,0.128,0.086,0.1,2003,0.239,0.205,0.139,nba_api:leaguedashplayerstats
WNBA,2018,100940,Diana Taurasi,1611661317,PHO,1,37.0,33,,988.9966666666667,202,453,0.446,106,277,0.383,172,186,0.925,4,111,115,176,30,8,85,100,682,197,111.1,101.3,9.8,0.638,0.563,0.275,0.307,0.005,0.104,0.059,0.163,1997,0.307,0.139,0.328,nba_api:leaguedashplayerstats
WNBA,2018,203399,Elena Delle Donne,1611661322,WAS,1,29.0,29,,933.515,220,451,0.488,49,121,0.405,110,124,0.887,43,167,210,67,26,40,26,49,599,155,110.8,101.9,8.9,0.592,0.542,0.253,0.13,0.048,0.183,0.116,0.175,1838,0.294,0.272,0.149,nba_api:leaguedashplayerstats
WNBA,2018,204322,Elizabeth Williams,1611661330,ATL,1,26.0,33,,885.0666666666667,121,221,0.548,0,0,0.0,58,103,0.563,71,119,190,46,26,59,41,88,300,114,103.9,96.6,7.3,0.563,0.548,0.15,0.081,0.079,0.126,0.103,0.096,1812,0.159,0.24,0.11,nba_api:leaguedashplayerstats
WNBA,2018,1628866,Endy Miyem,1611661324,MIN,1,31.0,20,,101.365,12,37,0.324,2,10,0.2,1,1,1.0,5,7,12,6,2,2,3,13,27,-12,100.0,105.5,-5.5,0.361,0.351,0.179,0.105,0.052,0.077,0.064,0.013,199,0.136,0.16,0.12,nba_api:leaguedashplayerstats
WNBA,2018,202259,Epiphanny Prince,1611661313,NYL,1,31.0,16,,305.30333333333334,48,122,0.393,18,43,0.419,21,24,0.875,7,18,25,27,14,0,17,31,135,-98,96.6,112.3,-15.7,0.509,0.467,0.22,0.157,0.023,0.064,0.043,0.069,596,0.234,0.103,0.185,nba_api:leaguedashplayerstats
WNBA,2018,1628286,Erica McCall,1611661325,IND,1,23.0,34,,417.615,42,109,0.385,1,8,0.125,13,19,0.684,47,46,93,13,12,16,12,55,98,-68,94.1,102.0,-7.9,0.418,0.39,0.124,0.053,0.096,0.119,0.106,0.052,844,0.123,0.249,0.081,nba_api:leaguedashplayerstats
WNBA,2018,204365,Erica Wheeler,1611661325,IND,1,28.0,34,,736.6416666666667,99,282,0.351,21,76,0.276,47,59,0.797,20,80,100,141,28,6,48,77,266,-111,95.8,102.3,-6.5,0.432,0.388,0.213,0.318,0.026,0.117,0.068,0.089,1454,0.191,0.172,0.448,nba_api:leaguedashplayerstats
WNBA,2018,201503,Erlana Larkins,1611661324,MIN,1,33.0,13,,167.85833333333332,12,27,0.444,0,0,0.0,3,3,1.0,13,22,35,17,9,2,9,21,27,-5,95.0,96.0,-1.0,0.477,0.444,0.097,0.157,0.08,0.141,0.11,0.078,320,0.089,0.243,0.236,nba_api:leaguedashplayerstats
WNBA,2018,201502,Essence Carson,1611661320,LAS,1,32.0,34,,785.735,101,232,0.435,39,108,0.361,15,16,0.938,10,80,90,31,29,12,21,51,256,-9,99.2,100.4,-1.2,0.535,0.519,0.15,0.063,0.014,0.114,0.062,0.077,1556,0.166,0.152,0.087,nba_api:leaguedashplayerstats
WNBA,2018,1628931,Gabby Williams,1611661329,CHI,1,22.0,34,,780.8433333333334,102,236,0.432,7,26,0.269,36,46,0.783,42,104,146,56,56,8,38,66,247,-211,97.3,110.4,-13.0,0.482,0.447,0.162,0.114,0.055,0.138,0.096,0.082,1612,0.157,0.245,0.137,nba_api:leaguedashplayerstats
WNBA,2018,203017,Glory Johnson,1611661321,DAL,1,28.0,29,,652.4816666666667,85,204,0.417,17,54,0.315,46,59,0.78,47,126,173,39,29,14,39,61,233,22,105.1,104.0,1.2,0.507,0.458,0.171,0.092,0.07,0.19,0.129,0.099,1342,0.165,0.28,0.133,nba_api:leaguedashplayerstats
WNBA,2018,1628868,Hind Ben Abdelkader,1611661325,IND,1,23.0,14,,142.17333333333335,8,43,0.186,6,29,0.207,7,8,0.875,1,13,14,11,4,1,13,10,29,0,93.2,94.1,-1.0,0.312,0.256,0.177,0.124,0.007,0.098,0.05,-0.003,292,0.107,0.118,0.196,nba_api:leaguedashplayerstats
WNBA,2018,1627677,Imani McGee-Stafford,1611661330,ATL,1,24.0,29,,305.39666666666665,39,86,0.453,0,0,0.0,7,15,0.467,39,60,99,18,13,11,23,44,85,-25,90.2,93.5,-3.4,0.459,0.453,0.154,0.103,0.112,0.199,0.152,0.095,631,0.149,0.365,0.133,nba_api:leaguedashplayerstats
WNBA,2018,1628933,Imani Wright,1611661317,PHO,1,24.0,1,,0.9916666666666667,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-3,0.0,150.0,-150.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,-0.25,2,0.0,0.0,0.0,nba_api:leaguedashplayerstats
